bil,peringkatSekolah,ppd,kodSekolah,namaSekolah,alamatSurat,poskodSurat,bandarSurat,negeri,noTelefon,noFax,formattedAddress,latitude,longitude,neighborhood,establishment,administrativeLevels,administrativeLevelsShort,streetName,city,country,countryCode,zipcode,provider,streetNumber
1528,Rendah,PPD GOMBAK,BBB7307,SK BATU ARANG,BATU ARANG,48100,BATU ARANG,SELANGOR,360352126,360352126,"48100 Batu Arang, Selangor, Malaysia",3.3217785,101.4679893,,,Selangor,Selangor,,Batu Arang,Malaysia,MY,48100,google,
1529,Rendah,PPD PETALING UTAMA,BBB8301,SK ASSUNTA  SATU,JALAN  ASSUNTA,46050,PETALING JAYA,SELANGOR,377824636,377844636,"Jalan Assunta, Seksyen 4, 46050 Petaling Jaya, Selangor, Malaysia",3.0932568,101.6423744,Seksyen 4,,Selangor,Selangor,Jalan Assunta,Petaling Jaya,Malaysia,MY,46050,google,
1530,Rendah,PPD PETALING UTAMA,BBB8302,SK ASSUNTA (2) (M),JALAN ASSUNTA 4/52,46050,PETALING JAYA,SELANGOR,377824543,377814569,"Jalan Assunta 4/52, Seksyen 4, 46050 Petaling Jaya, Selangor, Malaysia",3.0933979,101.6442941,Seksyen 4,,Selangor,Selangor,Jalan Assunta 4/52,Petaling Jaya,Malaysia,MY,46050,google,
1531,Rendah,PPD PETALING UTAMA,BBB8303,SK (L) BUKIT BINTANG (1),"JALAN SUNGAI JERNIH 8/1, SEKSYEN 8",46050,PETALING JAYA,SELANGOR,379574446,379574446,"Jalan Sungai Jernih 8/1, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor, Malaysia",3.0996553,101.638802,Seksyen 8 Petaling Jaya,,Selangor,Selangor,Jalan Sungai Jernih 8/1,Petaling Jaya,Malaysia,MY,46050,google,
1532,Rendah,PPD PETALING UTAMA,BBB8304,SK (L) BUKIT BINTANG (2),JALAN SUNGAI JERNIH 8/1,46050,PETALING JAYA,SELANGOR,379552482,379552482,"Jalan Sungai Jernih 8/1, Seksyen 8 Petaling Jaya, 46050 Petaling Jaya, Selangor, Malaysia",3.0996553,101.638802,Seksyen 8 Petaling Jaya,,Selangor,Selangor,Jalan Sungai Jernih 8/1,Petaling Jaya,Malaysia,MY,46050,google,
1533,Rendah,PPD PETALING UTAMA,BBB8305,SK KAMPUNG TUNKU,"JALAN SS 1/11,",47300,PETALING JAYA,SELANGOR,378769050,378764951,"Jalan SS 1/11, Kampung Tunku, 47300 Petaling Jaya, Selangor, Malaysia",3.0959436,101.6178325,Kampung Tunku,,Selangor,Selangor,Jalan SS 1/11,Petaling Jaya,Malaysia,MY,47300,google,
1534,Rendah,PPD PETALING UTAMA,BBB8306,"SK LA SALLE, PJ","JALAN GASING,",46000,PETALING JAYA,SELANGOR,379567536,379563505,"Jalan Gasing, 46000 Petaling Jaya, Selangor, Malaysia",3.0985944,101.6524585,,,Selangor,Selangor,Jalan Gasing,Petaling Jaya,Malaysia,MY,46000,google,
1535,Rendah,PPD PETALING UTAMA,BBB8307,"SK METHODIST,PJ",JALAN 5/37,46000,PETALING JAYA,SELANGOR,379565015,379552753,"Jalan 5/37, Bukit Gasing, 46000 Petaling Jaya, Selangor, Malaysia",3.1104585,101.6551907,Bukit Gasing,,Selangor,Selangor,Jalan 5/37,Petaling Jaya,Malaysia,MY,46000,google,
1536,Rendah,PPD PETALING UTAMA,BBB8308,SK (1) PETALING JAYA,JALAN 1/10,46000,PETALING JAYA,SELANGOR,377829334,377829334,"Jalan 1/10, Seksyen 1, 46000 Petaling Jaya, Selangor, Malaysia",3.0853019,101.6493538,Seksyen 1,,Selangor,Selangor,Jalan 1/10,Petaling Jaya,Malaysia,MY,46000,google,
1537,Rendah,PPD PETALING UTAMA,BBB8309,SK (2) PETALING JAYA,JALAN 1/10,46000,PETALING JAYA,SELANGOR,377829287,377829287,"Jalan 1/10, Seksyen 1, 46000 Petaling Jaya, Selangor, Malaysia",3.0853019,101.6493538,Seksyen 1,,Selangor,Selangor,Jalan 1/10,Petaling Jaya,Malaysia,MY,46000,google,
1538,Rendah,PPD PETALING UTAMA,BBB8310,SK JALAN SELANGOR (SATU),"JALAN PADANG 4/48, JALAN SELANGOR",46050,PETALING JAYA,SELANGOR,377821585,377821585,"Jalan Padang 4/48, Seksyen 4, 46050 Petaling Jaya, Selangor, Malaysia",3.091451,101.6448671,Seksyen 4,,Selangor,Selangor,Jalan Padang 4/48,Petaling Jaya,Malaysia,MY,46050,google,
1539,Rendah,PPD PETALING UTAMA,BBB8311,SK (2) JALAN SELANGOR,4/48 JALAN PADANG,46050,PETALING JAYA,SELANGOR,377829841,377839841,"Jalan Padang 4/48, Seksyen 4, 46050 Petaling Jaya, Selangor, Malaysia",3.090806,101.6435189,Seksyen 4,,Selangor,Selangor,Jalan Padang 4/48,Petaling Jaya,Malaysia,MY,46050,google,
1540,Rendah,PPD PETALING UTAMA,BBB8312,SK SATU SULTAN ALAM SHAH,"JALAN BUKIT 11/2,  PETALING JAYA",46200,PETALING JAYA,SELANGOR,379566941,379566941,"Jalan Bukit 11/2, 46200 Petaling Jaya, Malaysia",3.1124198,101.6472665,,,,,Jalan Bukit 11/2,Petaling Jaya,Malaysia,MY,46200,google,
1541,Rendah,PPD PETALING UTAMA,BBB8313,SK (2) SULTAN ALAM SHAH,JALAN BUKIT 11/2,46200,PETALING JAYA,SELANGOR,379568959,379601154,"Jalan Bukit 11/2, 46200 Petaling Jaya, Malaysia",3.1124198,101.6472665,,,,,Jalan Bukit 11/2,Petaling Jaya,Malaysia,MY,46200,google,
1542,Rendah,PPD PETALING UTAMA,BBB8314,SK SRI PETALING,JALAN 12/15,46200,PETALING JAYA,SELANGOR,379567623,379578126,"Jalan 12/15, 46200 Petaling Jaya, Selangor, Malaysia",3.1124303,101.6412401,,,Selangor,Selangor,Jalan 12/15,Petaling Jaya,Malaysia,MY,46200,google,
1543,Rendah,PPD PETALING PERDANA,BBB8315,SK SHAH ALAM,"JALAN DAWAI 16/2,  SEKSYEN 16",40200,SHAH ALAM,SELANGOR,355191161,355182468,"Jalan Dawai 16/2, Seksyen 16, 40200 Shah Alam, Selangor, Malaysia",3.058154,101.5079965,Seksyen 16,,Selangor,Selangor,Jalan Dawai 16/2,Shah Alam,Malaysia,MY,40200,google,
1544,Rendah,PPD PETALING UTAMA,BBB8316,SK SUNGEI WAY,JALAN SS 9/13,47300,PETALING JAYA,SELANGOR,378768450,378747248,"Jalan SS 9/13, Ss 9, 47300 Petaling Jaya, Selangor, Malaysia",3.0857452,101.6157998,Ss 9,,Selangor,Selangor,Jalan SS 9/13,Petaling Jaya,Malaysia,MY,47300,google,
1546,Rendah,PPD KLANG,BBC0040,SJK(C) PEREMPUAN,"95A, JALAN KOTA RAJA",41000,KLANG,SELANGOR,333713760,333713869,"95, Jalan Kota Raja, Kawasan 1, 41000 Klang, Selangor, Malaysia",3.0370947,101.451499,Kawasan 1,,Selangor,Selangor,Jalan Kota Raja,Klang,Malaysia,MY,41000,google,95
1548,Rendah,PPD KLANG,BBC0042,SJK(C) CHUNG HUA,"NO1A, PERSIARAN ANGGERIK ERIA, SEC 31, KOTA KEMUNING",40460,SHAH ALAM,SELANGOR,351213640,351210842,"1, Jalan Anggerik Eria 31/102, Kota Kemuning, 40460 Shah Alam, Selangor, Malaysia",2.9953545,101.5309449,Kota Kemuning,,Selangor,Selangor,Jalan Anggerik Eria 31/102,Shah Alam,Malaysia,MY,40460,google,1
1545,Rendah,PPD SEPANG,BBB9301,SK METHODIST (INTEG) (M),SUNGAI PELEK,43950,SUNGAI PELEK,SELANGOR,331413173,331413173,"Sungai Pelek, Selangor, Malaysia",2.641609,101.71481,,,Selangor,Selangor,,Sungai Pelek,Malaysia,MY,,google,
1547,Rendah,PPD KLANG,BBC0041,SJK(C) CHUEN MIN,"LOT 389, JALAN JAMBU BOL / KS 1, TELOK PULAI",41100,KLANG,SELANGOR,333726675,333701479,,,,,,,,,,,,,,
1549,Rendah,PPD KLANG,BBC0043,SJK(C) HIN HUA,"JALAN BATU NILAM, BANDAR BUKIT TINGGI",41200,KLANG,SELANGOR,333233401,333245935,"Jln Batu Nilam, Bandar Bukit Tinggi, 41200 Klang, Selangor, Malaysia",3.0061143,101.4399986,Bandar Bukit Tinggi,,Selangor,Selangor,Jalan Batu Nilam,Klang,Malaysia,MY,41200,google,
1550,Rendah,PPD KLANG,BBC0044,SJK(C) HWA LIEN,"JALAN SEKOLAH, PULAU KETAM",42940,PELABUHAN KLANG,SELANGOR,331104062,331104164,,,,,,,,,,,,,,
1551,Rendah,PPD KLANG,BBC0045,SJK(C) KENG CHEE,"BAGAN TEOCHEW, PULAU KETAM",42940,PELABUHAN KLANG,SELANGOR,331104208,331104208,"No 122B, Bangan Teochew, Pulau Ketam,, 42940 Pelabuhan Klang, Selangor, Malaysia",3.018534,101.244592,,,Selangor,Selangor,,Pelabuhan Klang,Malaysia,MY,42940,google,
1552,Rendah,PPD KLANG,BBC0046,SJK(C) KHE BENG,"BATU 8, JALAN  BUKIT KEMUNING",42450,KLANG,SELANGOR,351211318,351200426,"8, Jalan Bukit Kemuning, 40460 Shah Alam, Selangor, Malaysia",3.0080625,101.5131429,,,Selangor,Selangor,Jalan Bukit Kemuning,Shah Alam,Malaysia,MY,40460,google,8
1553,Rendah,PPD KLANG,BBC0047,SJK(C) KONG HOE,"54, JALAN BATU TIGA",41300,KLANG,SELANGOR,333425729,333410441,"54, Jalan Batu Tiga, Kawasan 15, 41300 Klang, Selangor, Malaysia",3.0473314,101.4507834,Kawasan 15,,Selangor,Selangor,Jalan Batu Tiga,Klang,Malaysia,MY,41300,google,54
1554,Rendah,PPD KLANG,BBC0048,SJK(C) LEE MIN,KAMPUNG TELOK GONG,42000,PELABUHAN KLANG,SELANGOR,331341180,331341180,"Telok Gong, 42000 Port Klang, Selangor, Malaysia",2.943901,101.3772982,Telok Gong,,Selangor,Selangor,,Port Klang,Malaysia,MY,42000,google,
1555,Rendah,PPD KLANG,BBC0049,SJK(C) PANDAMARAN 'A',JALAN BESAR,42000,PELABUHAN KLANG,SELANGOR,331686632,331663185,"Jln Besar, Kawasan 12, 42000 Pelabuhan Klang, Selangor, Malaysia",3.0070284,101.414593,Kawasan 12,,Selangor,Selangor,Jalan Besar,Pelabuhan Klang,Malaysia,MY,42000,google,
1556,Rendah,PPD KLANG,BBC0050,SJK(C) PANDAMARAN 'B',JALAN YOUNG PANDAMARAN,42000,PELABUHAN KLANG,SELANGOR,331686784,331686784,"Jalan Young, Pandamaran, 42000 Pelabuhan Klang, Selangor, Malaysia",3.0136702,101.4211492,Pandamaran,,Selangor,Selangor,Jalan Young,Pelabuhan Klang,Malaysia,MY,42000,google,
1557,Rendah,PPD KLANG,BBC0051,SJK(C) PIN HWA (1),"2, PERSIARAN SETIA MURNI,SETIA ALAM, SEKSYEN U13",40170,SHAH ALAM,SELANGOR,333445831,333444210,"Persiaran Setia Murni, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",3.1139676,101.4508657,Setia Alam,,Selangor,Selangor,Persiaran Setia Murni,Shah Alam,Malaysia,MY,40170,google,
1558,Rendah,PPD KLANG,BBC0052,SJK(C) PUI YING,"BATU 4, JALAN KAPAR",42100,KLANG,SELANGOR,332911658,332911658,"Jalan Kapar, Selangor, Malaysia",3.0841324,101.4041065,,,Selangor,Selangor,Jalan Kapar,,Malaysia,MY,,google,
1559,Rendah,PPD KLANG,BBC0053,SJK(C) SIN BIN,"SUNGAI LIMA, PULAU KETAM",42940,PELABUHAN KLANG,SELANGOR,333631334,TIADA,"Pulau Ketam, Selangor, Malaysia",3.0334114,101.2467116,,Pulau Ketam,Selangor,Selangor,,Pulau Ketam,Malaysia,MY,,google,
1560,Rendah,PPD KLANG,BBC0054,SJK(C) SOO JIN,PEKAN KAPAR,42200,KAPAR,SELANGOR,332508072,332509184,"Pekan Kapar, 42200 Kapar, Selangor, Malaysia",3.1470582,101.3750215,Pekan Kapar,,Selangor,Selangor,,Kapar,Malaysia,MY,42200,google,
1561,Rendah,PPD KLANG,BBC0055,SJK(C) TIONG HUA KOK BIN,"PEKAN MERU, BATU 6, OFF JALAN MERU",41050,KLANG,SELANGOR,333922394,333922394,"Jalan Meru, Pekan Meru, 41050 Klang, Selangor, Malaysia",3.1327508,101.4398074,Pekan Meru,,Selangor,Selangor,Jalan Meru,Klang,Malaysia,MY,41050,google,
1562,Rendah,PPD KLANG,BBC0056,SJK(C) TSHING NIAN,"25, JALAN TENGKU BADAR",42000,PELABUHAN KLANG,SELANGOR,331686293,331686293,"Jalan Tengku Badar, Kampung Raja Uda, 42000 Pelabuhan Klang, Selangor, Malaysia",3.0063629,101.3993917,Kampung Raja Uda,,Selangor,Selangor,Jalan Tengku Badar,Pelabuhan Klang,Malaysia,MY,42000,google,
1563,Rendah,PPD KLANG,BBC0057,SJK(C) WU TECK,"PERSIARAN DELIMA 3, BANDAR PARKLANDS",41200,KLANG,SELANGOR,163086385,TIADA,"41200, Selangor, Malaysia",2.967008,101.490712,,,Selangor,Selangor,,,Malaysia,MY,41200,google,
1564,Rendah,PPD KLANG,BBC0058,SJK(C) YING WAH,"BATU 12, JALAN KAPAR",42200,KAPAR,SELANGOR,332508195,332592986,"12, Jalan Kapar Setia, Taman Putra Baru, 42200 Kapar, Selangor, Malaysia",3.1325372,101.3902865,Taman Putra Baru,,Selangor,Selangor,Jalan Kapar Setia,Kapar,Malaysia,MY,42200,google,12
1565,Rendah,PPD KLANG,BBC0059,SJK(C) PIN HWA (2),P.T. 51544 AMAN PERDANA,41050,KLANG,SELANGOR,332901292,332901431,"Persiaran Aman Perdana, 41050 Klang, Selangor, Malaysia",3.103997,101.4086296,,,Selangor,Selangor,Persiaran Aman Perdana,Klang,Malaysia,MY,41050,google,
1566,Rendah,PPD KLANG,BBC0060,SJK(C) TAMAN RASHNA,JALAN BATU TIGA LAMA,41300,KLANG,SELANGOR,333447912,333421302,"Jalan Batu Tiga Lama, 41300 Klang, Selangor, Malaysia",3.0536292,101.467874,,,Selangor,Selangor,Jalan Batu Tiga Lama,Klang,Malaysia,MY,41300,google,
1567,Rendah,PPD KUALA LANGAT,BBC1035,SJK(C) CHOONG HUA,517 JALAN SULTAN ALAM SHAH,42700,BANTING,SELANGOR,331872752,331872752,"Jalan Sultan Alam Shah, 42700 Banting, Selangor, Malaysia",2.7930032,101.4873814,,,Selangor,Selangor,Jalan Sultan Alam Shah,Banting,Malaysia,MY,42700,google,
1568,Rendah,PPD KUALA LANGAT,BBC1036,SJK(C) JENJAROM,JALAN SEKOLAH,42600,JENJAROM,SELANGOR,331913244,331916153,"Jalan Sekolah, Kampung Jenjarom, 42600 Jenjarom, Selangor, Malaysia",2.8826873,101.5196769,Kampung Jenjarom,,Selangor,Selangor,Jalan Sekolah,Jenjarom,Malaysia,MY,42600,google,
1569,Rendah,PPD KUALA LANGAT,BBC1037,SJK(C) KAH WAH,"KG. PULAU, TELOK BUNUT",42700,BANTING,SELANGOR,331871024,331871024,"Kampung. Pulau, Telok Bunut, Malaysia",2.8240354,101.5013243,,,,,,,Malaysia,MY,,google,
1570,Rendah,PPD KUALA LANGAT,BBC1038,SJK(C) PENG MING,"TELOK PANGLIMA GARANG, KUALA LANGAT",42500,TELOK PANGLIMA GARANG,SELANGOR,331227154,331227154,"pt 373, Jalan Kebun Baru, 42500 Telok Panglima Garang, Selangor, Malaysia",2.9136384,101.4744278,,,Selangor,Selangor,Jalan Kebun Baru,Telok Panglima Garang,Malaysia,MY,42500,google,
1571,Rendah,PPD KUALA LANGAT,BBC1040,SJK(C) SIMPANG MORIB,SIMPANG MORIB,42700,BANTING,SELANGOR,331982901,331982901,"Simpang Morib, 42700 Banting, Selangor, Malaysia",2.782482,101.4629249,Simpang Morib,,Selangor,Selangor,,Banting,Malaysia,MY,42700,google,
1572,Rendah,PPD KUALA LANGAT,BBC1041,SJK(C) TANJONG SEPAT,"JLN BESAR,TANJONG SEPAT",42800,TANJONG SEPAT,SELANGOR,331974224,331972387,"Jalan Besar, Pekan Tanjung Sepat, 42800 Tanjong Sepat, Selangor, Malaysia",2.661171,101.559545,Pekan Tanjung Sepat,,Selangor,Selangor,Jalan Besar,Tanjong Sepat,Malaysia,MY,42800,google,
1573,Rendah,PPD KUALA LANGAT,BBC1043,SJK(C) TIONG NAM,SUNGAI BUAYA,42700,BANTING,SELANGOR,331201507,331201507,"Kampung Sungai Buaya, 42700 Banting, Selangor, Malaysia",2.8397724,101.463657,Kampung Sungai Buaya,,Selangor,Selangor,,Banting,Malaysia,MY,42700,google,
1574,Rendah,PPD KUALA SELANGOR,BBC3034,SJK(C) AIK THEE,JALAN KERAMAT TANJUNG,45000,KUALA SELANGOR,SELANGOR,332891091,332891091,"Jalan Tanjong Keramat, 45000 Kuala Selangor, Selangor, Malaysia",3.3458937,101.243193,,,Selangor,Selangor,Jalan Tanjong Keramat,Kuala Selangor,Malaysia,MY,45000,google,
1576,Rendah,PPD KUALA SELANGOR,BBC3036,SJK(C) CHUNG WAH,"JALAN SASARAN, BUKIT KUCHING",45800,JERAM,SELANGOR,332647386,332647386,"Jalan Sasaran, Kampung Bukit Kuching, 45800 Jeram, Selangor, Malaysia",3.2715452,101.3341535,Kampung Bukit Kuching,,Selangor,Selangor,Jalan Sasaran,Jeram,Malaysia,MY,45800,google,
1575,Rendah,PPD KUALA SELANGOR,BBC3035,SJK(C) BAGAN PASIR,JALAN BAGAN PASIR,45500,TANJONG KARANG,SELANGOR,332695077,332695077,"Jalan Bagan Pasir, 45500 Tanjong Karang, Selangor, Malaysia",3.410098,101.1755117,,,Selangor,Selangor,Jalan Bagan Pasir,Tanjong Karang,Malaysia,MY,45500,google,
1577,Rendah,PPD KUALA SELANGOR,BBC3037,SJK(C) IJOK,SIMPANG TIGA IJOK,45620,BESTARI JAYA,SELANGOR,60332791593,60332791593,"Simpang Tiga Ijok, 45000 Batang Berjuntai, Selangor, Malaysia",3.314692,101.416491,Simpang Tiga Ijok,,Selangor,Selangor,,Batang Berjuntai,Malaysia,MY,45000,google,
1578,Rendah,PPD KUALA SELANGOR,BBC3038,SJK(C) KHAI TEE,PASIR PENAMBANG,45000,KUALA SELANGOR,SELANGOR,332891332,332891332,"Pasir Penambang, 45000 Kuala Selangor, Selangor, Malaysia",3.349901,101.2530089,Pasir Penambang,,Selangor,Selangor,,Kuala Selangor,Malaysia,MY,45000,google,
1579,Rendah,PPD KUALA SELANGOR,BBC3040,SJK(C) LIAT CHOON,"BATU 17, SUNGAI SEMBILANG",45800,JERAM,SELANGOR,332648225,332648225,"Lot 1365, Batu 17, Jalan Sungai Sembilang, Jeram, 5, 45800 Dungun, Selangor, Malaysia",3.1945765,101.3160105,,,Selangor,Selangor,5,Dungun,Malaysia,MY,45800,google,
1580,Rendah,PPD KUALA SELANGOR,BBC3041,SJK(C) MING TEE,KAMPUNG TIRAM BURUK,45500,TANJONG KARANG,SELANGOR,332698400,332698400,"Kampung Ulu Tiram Buruk, 45500 Tanjung Karang, Selangor, Malaysia",3.4394054,101.243013,Kampung Ulu Tiram Buruk,,Selangor,Selangor,,Tanjung Karang,Malaysia,MY,45500,google,
1581,Rendah,PPD KUALA SELANGOR,BBC3042,SJK(C) PUI CHI,ASSAM JAWA,45700,BUKIT ROTAN,SELANGOR,332896557,332896557,"Asam Jawa, 45000 Bukit Rotan, Selangor, Malaysia",3.292248,101.2941281,Asam Jawa,,Selangor,Selangor,,Bukit Rotan,Malaysia,MY,45000,google,
1582,Rendah,PPD KUALA SELANGOR,BBC3043,SJK(C) PUI TEH,JALAN SIMPANG TIGA,45800,JERAM,SELANGOR,332648409,332648409,"Jalan Simpang Tiga Jeram, 45800 Jeram, Selangor, Malaysia",3.2252803,101.3559512,,,Selangor,Selangor,Jalan Simpang Tiga Jeram,Jeram,Malaysia,MY,45800,google,
1583,Rendah,PPD KUALA SELANGOR,BBC3044,SJK(C) TANJONG KARANG,JALAN DEWAN DATO' HORMAT,45500,TANJONG KARANG,SELANGOR,332698221,332698221,"Pekan Tanjong Karang, 45500 Tanjung Karang, Selangor, Malaysia",3.426302,101.1721998,Pekan Tanjong Karang,,Selangor,Selangor,,Tanjung Karang,Malaysia,MY,45500,google,
1584,Rendah,PPD KUALA SELANGOR,BBC3045,SJK(C) YIT KHWAN,BAGAN TANJONG KARANG,45500,TANJONG KARANG,SELANGOR,60332694248,332694248,"45500 Tanjung Karang, Selangor, Malaysia",3.397289,101.1725572,,,Selangor,Selangor,,Tanjung Karang,Malaysia,MY,45500,google,
1585,Rendah,PPD KUALA SELANGOR,BBC3047,SJK(C) YUK CHIH,"JALAN BESAR, BESTARI JAYA (BATANG BERJUNTAI)",45600,BESTARI JAYA,SELANGOR,332719163,332719163,"No. 28A, Jalan Besar, 45600, Bestari Jaya, Selangor, 45600, Malaysia",3.3781378,101.4069699,,,,,,,Malaysia,MY,45600,google,
1586,Rendah,PPD HULU LANGAT,BBC4034,SJK(C) BALAKONG,KAMPUNG BARU BALAKONG,43300,SERI KEMBANGAN,SELANGOR,389612319,389610691,"Kampung Baru Balakong, Seri Kembangan, Selangor, Malaysia",3.0324665,101.7462659,Kampung Baru Balakong,,Selangor,Selangor,,Seri Kembangan,Malaysia,MY,,google,
1587,Rendah,PPD HULU LANGAT,BBC4035,SJK(C) BATU 9 CHERAS,"JALAN CHERAS,",43200,CHERAS,SELANGOR,390758118,390749533,"Jalan Cheras, Kajang, Selangor, Malaysia",3.0126487,101.778379,,,Selangor,Selangor,Jalan Cheras,Kajang,Malaysia,MY,,google,
1588,Rendah,PPD HULU LANGAT,BBC4036,SJK(C) BATU 11,"JALAN SEKOLAH, KG. BARU BATU SEBELAS CHERAS,",43200,CHERAS,SELANGOR,390763446,390753660,"No. 1, Cheras, 43200, Kajang, Selangor, 43200, Malaysia",3.0462553,101.770429,,,,,,,Malaysia,MY,43200,google,
1589,Rendah,PPD HULU LANGAT,BBC4037,SJK(C) CHOON HWA,"BATU 18, JALAN DUSUN TUA",43100,HULU LANGAT,SELANGOR,390211288,390211288,"Jalan Sentosa 18, Taman Desa Sentosa, 43100 Hulu Langat, Selangor, Malaysia",3.1402908,101.8322008,Taman Desa Sentosa,,Selangor,Selangor,Jalan Sentosa 18,Hulu Langat,Malaysia,MY,43100,google,
1590,Rendah,PPD HULU LANGAT,BBC4039,SJK(C) KG BARU SEMENYIH,KAMPUNG BARU SEMENYIH,43500,SEMENYIH,SELANGOR,387238708,387238708,"Kampung Baru Semenyih, 43500 Semenyih, Selangor, Malaysia",2.951987,101.8407319,Kampung Baru Semenyih,,Selangor,Selangor,,Semenyih,Malaysia,MY,43500,google,
1591,Rendah,PPD HULU LANGAT,BBC4040,SJK(C) SIN MING,JALAN BESAR,43500,SEMENYIH,SELANGOR,387238310,387238310,"Jalan Besar, Pekan Semenyih, 43500 Semenyih, Selangor, Malaysia",2.9483468,101.845793,Pekan Semenyih,,Selangor,Selangor,Jalan Besar,Semenyih,Malaysia,MY,43500,google,
1592,Rendah,PPD HULU LANGAT,BBC4041,SJK(C) SUNGAI CHUA,"JALAN SEKOLAH, KG BARU SG CHUA",43000,KAJANG,SELANGOR,387361349,387361349,"Jalan Sekolah, Kampung Dato Abu Bakar Baginda, 43000 Kajang, Selangor, Malaysia",2.9577633,101.7312721,Kampung Dato Abu Bakar Baginda,,Selangor,Selangor,Jalan Sekolah,Kajang,Malaysia,MY,43000,google,
1593,Rendah,PPD HULU LANGAT,BBC4042,SJK(C) TON FAH,JALAN BESAR,43700,BERANANG,SELANGOR,387669331,387669331,"Jalan Besar, Pekan Semenyih, 43500 Semenyih, Selangor, Malaysia",2.9483468,101.845793,Pekan Semenyih,,Selangor,Selangor,Jalan Besar,Semenyih,Malaysia,MY,43500,google,
1594,Rendah,PPD HULU LANGAT,BBC4043,SJK(C) BATU 14,BATU 14 HULU LANGAT,43100,HULU LANGAT,SELANGOR,390213744,390213744,"Batu 14 Hulu Langat, 43100 Hulu Langat, Selangor, Malaysia",3.114994,101.8113181,Batu 14 Hulu Langat,,Selangor,Selangor,,Hulu Langat,Malaysia,MY,43100,google,
1595,Rendah,PPD HULU LANGAT,BBC4044,SJK(C) YOKE MIN,BANGI,43000,KAJANG,SELANGOR,389202893,389202893,"Pekan Bangi, Kajang, Selangor, Malaysia",2.9020745,101.7830045,Pekan Bangi,,Selangor,Selangor,,Kajang,Malaysia,MY,,google,
1596,Rendah,PPD HULU LANGAT,BBC4045,SJK(C) YU HUA,JALAN LOW TI KOK,43000,KAJANG,SELANGOR,387367516,387379643,"Jalan Low Ti Kok, Bandar Kajang, 43000 Kajang, Selangor, Malaysia",2.9947674,101.7906984,Bandar Kajang,,Selangor,Selangor,Jalan Low Ti Kok,Kajang,Malaysia,MY,43000,google,
1597,Rendah,PPD HULU LANGAT,BBC4046,SJK(C) KG BARU AMPANG,KG. BARU  AMPANG,68000,AMPANG,SELANGOR,342914245,342927377,"Kampung Baru Ampang, 68000 Ampang, Selangor, Malaysia",3.138623,101.76264,Kampung Baru Ampang,,Selangor,Selangor,,Ampang,Malaysia,MY,68000,google,
1598,Rendah,PPD HULU LANGAT,BBC4047,SJK(C) ON PONG,"LOT 6, JALAN BESAR",68000,AMPANG,SELANGOR,342912225,342802019,"6, Jalan Besar Ampang, Pekan Ampang, 68000 Ampang, Selangor, Malaysia",3.1466827,101.7630338,Pekan Ampang,,Selangor,Selangor,Jalan Besar Ampang,Ampang,Malaysia,MY,68000,google,6
1599,Rendah,PPD HULU LANGAT,BBC4048,SJK(C) CONNAUGHT (2),BANDAR DAMAI PERDANA,56000,CHERAS,SELANGOR,391012461,391003125,"Bandar Damai Perdana, 43200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.047274,101.740761,Bandar Damai Perdana,,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,,Kuala Lumpur,Malaysia,MY,43200,google,
1600,Rendah,PPD HULU LANGAT,BBC4049,SJK(C) ON PONG 2,PANDAN MEWAH,68000,AMPANG,SELANGOR,342910270,342910271,"Jalan Pandan Mewah, Taman Pandan Mewah, 56100 Kuala Lumpur, Selangor, Malaysia",3.1284075,101.7630326,Taman Pandan Mewah,,Selangor,Selangor,Jalan Pandan Mewah,Kuala Lumpur,Malaysia,MY,56100,google,
1601,Rendah,PPD HULU SELANGOR,BBC5023,SJK(C) BATANG KALI,KAMPUNG BUKIT CHANDANG,44300,BATANG KALI,SELANGOR,360574028,360574028,"Kampung Bukit Chandang, 44200 Batang Kali, Selangor, Malaysia",3.464264,101.6390851,Kampung Bukit Chandang,,Selangor,Selangor,,Batang Kali,Malaysia,MY,44200,google,
1602,Rendah,PPD HULU SELANGOR,BBC5024,SJK(C) BKT TANGGA,JALAN KASTURI SEKSYEN BB8,48300,BUKIT BERUNTUNG,SELANGOR,360213831,360213835,"Bukit Beruntung, 48300 Rawang, Selangor, Malaysia",3.4245058,101.5645958,Bukit Beruntung,,Selangor,Selangor,,Rawang,Malaysia,MY,48300,google,
1604,Rendah,PPD HULU SELANGOR,BBC5028,SJK(C) BUKIT FRASER,JALAN PADANG,49000,BUKIT FRASER,SELANGOR,93622390,93622390,"49000 Fraser's Hill, Pahang, Malaysia",3.7202083,101.7352996,,,Pahang,Pahang,,Fraser's Hill,Malaysia,MY,49000,google,
1605,Rendah,PPD HULU SELANGOR,BBC5029,SJK(C) KALUMPANG,KAMPUNG BARU KALUMPANG,44100,KERLING,SELANGOR,360491664,360491664,"Kampung Baru Kalumpang, 44000 Kerling, Selangor, Malaysia",3.63807,101.5699421,Kampung Baru Kalumpang,,Selangor,Selangor,,Kerling,Malaysia,MY,44000,google,
