Bil,Peringkat Sekolah,PPD,Kod Sekolah,NamaSekolah,AlamatSurat,PoskodSurat,BandarSurat,Negeri,NoTelefon,NoFax
185,Rendah,PPD KRIAN,ABA3027,SK TITI SERONG,TITI SERONG,34200,PARIT BUNTAR,PERAK,057160227,057160227
186,Rendah,PPD KRIAN,ABA3028,SK SUNGAI MEGAT ARIS,"SUNGAI MEGAT ARIS,BAGAN TIANG, JALAN BAWAH",34250,TANJONG PIANDANG,PERAK,057250411,057250411
187,Rendah,PPD KRIAN,ABA3029,SK GUNONG SEMANGGOL,"GUNONG SEMANGGOL, SIMPANG EMPAT",34400,SEMANGGOL,PERAK,058901714,058901714
188,Rendah,PPD KRIAN,ABA3030,SK KAMPONG DEW,KAMPUNG DEW,34400,SIMPANG EMPAT,PERAK,058921928,058921928
189,Rendah,PPD KRIAN,ABA3031,SK DATO' ALAUDIN,KAMPUNG SELINSING,34400,SIMPANG EMPAT,PERAK,058901711,058901711
190,Rendah,PPD KRIAN,ABA3032,SK SAMA GAGAH,"SIMPANG EMPAT,SEMANGGOL",34400,SIMPANG EMPAT,PERAK,058993320,TIADA
191,Rendah,PPD KRIAN,ABA3033,SK SUNGAI KEPAR,SIMPANG EMPAT SEMANGGOL,34400,SIMPANG EMPAT,PERAK,058902064,058902064
192,Rendah,PPD KRIAN,ABA3034,SK SERI PINANG,JALAN GULA,34400,SIMPANG EMPAT,PERAK,058904992,058904992
193,Rendah,PPD KRIAN,ABA3035,SK KAMPONG TUA,KAMPONG TUA,34400,SIMPANG EMPAT,PERAK,058993439,058410126
194,Rendah,PPD KRIAN,ABA3036,SK KAMPONG SELAMAT,KAMPONG SELAMAT,34400,SIMPANG EMPAT,PERAK,058905215,058905215
195,Rendah,PPD KRIAN,ABA3037,SK HAJI DAHLAN,"TEBOK MATAU, SIMPANG EMPAT",34400,GUNONG SEMANGGOL,PERAK,058413077,058410133
196,Rendah,PPD KRIAN,ABA3038,SK KUALA GULA,KUALA GULA,34350,KUALA KURAU,PERAK,058900021,058900021
197,Rendah,PPD KRIAN,ABA3039,SK KUALA KURAU (BARU),BATU 14 JALAN PANTAI,34350,KUALA KURAU,PERAK,057270433,057270433
198,Rendah,PPD KRIAN,ABA3040,SK BARU PARIT BUNTAR,JALAN SEKOLAH,34200,PARIT BUNTAR,PERAK,057175820,057176906
199,Rendah,PPD KRIAN,ABA3041,SK WAWASAN,PEKAN BARU,34200,PARIT BUNTAR,PERAK,057175922,057176316
200,Rendah,PPD KUALA KANGSAR,ABA4001,SK SAYONG,KG SAYONG TENGAH,33040,KUALA KANGSAR,PERAK,057765100,057765100
201,Rendah,PPD KUALA KANGSAR,ABA4002,SK KOTA LAMA KANAN,KOTA LAMA KANAN,33040,KUALA KANGSAR,PERAK,057760887,057760887
202,Rendah,PPD KUALA KANGSAR,ABA4003,SK PADANG AMPANG,JALAN IPOH,33000,KUALA KANGSAR,PERAK,057771362,057771362
203,Rendah,PPD KUALA KANGSAR,ABA4004,SK BELURU,"JALAN KAMPUNG KUBANG HALBAN, ENGGOR",33600,KUALA KANGSAR,PERAK,057733173,057733173
204,Rendah,PPD KUALA KANGSAR,ABA4005,SK BENDANG KERING,KG. BENDANG KERING,33040,KUALA KANGSAR,PERAK,057760206,057760206
205,Rendah,PPD KUALA KANGSAR,ABA4006,SK MENORA,KAMPUNG MENORA,33000,KUALA KANGSAR,PERAK,057763905,057763905
206,Rendah,PPD KUALA KANGSAR,ABA4007,SK BEKOR,KG. BEKOR,33800,MANONG,PERAK,052562105,052562105
207,Rendah,PPD KUALA KANGSAR,ABA4008,SK KUALA KENAS,JALAN KUALA KENAS,33000,KUALA KANGSAR,PERAK,052560198,052560198
208,Rendah,PPD KUALA KANGSAR,ABA4009,SK SENGGANG,KUALA KANGSAR,33000,KUALA KANGSAR,PERAK,058410137,058410137
209,Rendah,PPD KUALA KANGSAR,ABA4010,SK RAMBAI TUJUH,KAMPUNG RAMBAI TUJUH,33000,KUALA KANGSAR,PERAK,057762310,057762310
210,Rendah,PPD KUALA KANGSAR,ABA4011,SK SULTAN IDRIS II,"646, JLN TUN ABUL RAZAK",33000,KUALA KANGSAR,PERAK,057762403,057762403
211,Rendah,PPD KUALA KANGSAR,ABA4012,SK RAJA PEREMPUAN MUZWIN,BUKIT CHANDAN,33000,KUALA KANGSAR,PERAK,057763009,057777442
212,Rendah,PPD KUALA KANGSAR,ABA4013,SK TANAH MERAH,LUBOK MERBAU,33010,KUALA KANGSAR.,PERAK,057777266,057777266
213,Rendah,PPD KUALA KANGSAR,ABA4014,SK SYEIKH MOHD. IDRIS AL-MARBAWI,LUBOK MERBAU,33010,KUALA KANGSAR,PERAK,057767199,057767199
214,Rendah,PPD KUALA KANGSAR,ABA4015,SK KATI,JALAN BESAR KATI,33020,KUALA KANGSAR,PERAK,057520690,057520690
215,Rendah,PPD KUALA KANGSAR,ABA4016,SK CHEH,KATI,33020,KUALA KANGSAR,PERAK,057520953,057520953
216,Rendah,PPD KUALA KANGSAR,ABA4017,SK SAUK,JALAN LENGGONG,33500,KUALA KANGSAR,PERAK,057512443,057512443
217,Rendah,PPD KUALA KANGSAR,ABA4018,SK SULTAN ABDUL AZIZ,KAMPUNG KETIOR,33000,KUALA KANGSAR,PERAK,052561244,052561244
218,Rendah,PPD KUALA KANGSAR,ABA4019,SK ULU KENAS,KAMPUNG ULU KENAS,33800,MANONG,PERAK,057431335,057431335
219,Rendah,PPD KUALA KANGSAR,ABA4020,SK LEMPOR,JALAN BESAR MANONG,33800,KUALA KANGSAR,PERAK,057431572,057431572
220,Rendah,PPD KUALA KANGSAR,ABA4021,SK JELIANG,"JALAN BARU, KAMPUNG JELIANG",33800,MANONG,PERAK,057432177,057432681
221,Rendah,PPD KUALA KANGSAR,ABA4022,SK ARA PANJANG,KG. ARA PANJANG,33800,MANONG,PERAK,057432645,057432645
222,Rendah,PPD KUALA KANGSAR,ABA4023,SK MANONG,JALAN BRUAS,33800,MANONG,PERAK,057430327,057431977
223,Rendah,PPD KUALA KANGSAR,ABA4024,SK ULU PIOL,"JALAN HJ OTHMAN, KG ULU PIOL",33800,MANONG,PERAK,057432731,057432731
224,Rendah,PPD KUALA KANGSAR,ABA4025,SK TALANG,JALAN TAIPING,33000,KUALA KANGSAR,PERAK,057765822,057765822
225,Rendah,PPD KUALA KANGSAR,ABA4026,SK PADANG ASAM,PADANG ASAM,33700,PADANG RENGAS,PERAK,057583418,057583418
226,Rendah,PPD KUALA KANGSAR,ABA4027,SK TUN DR ISMAIL,JALAN BESAR TAIPING,33700,PADANG RENGAS,PERAK,057584212,057584212
227,Rendah,PPD KUALA KANGSAR,ABA4028,SK PAYA SALAK,PADANG RENGAS,33700,PADANG RENGAS,PERAK,057585991,057583094
228,Rendah,PPD KUALA KANGSAR,ABA4029,SK LANEH,KAMPUNG LANEH LUBOK MERBAU,33010,KUALA KANGSAR,PERAK,057584998,057584998
229,Rendah,PPD KUALA KANGSAR,ABA4030,SK PEREMPUAN,"JALAN BESAR, PEKAN PADANG RENGAS",33700,PADANG RENGAS,PERAK,057583761,057583063
230,Rendah,PPD KUALA KANGSAR,ABA4031,SK KARAI,KG. KARAI,33600,ENGGOR,PERAK,057576237,057576237
231,Rendah,PPD KUALA KANGSAR,ABA4032,SK SUNGAI SIPUT (U),JALAN IPOH,31100,SUNGAI SIPUT (U),PERAK,055951300,055951300
232,Rendah,PPD KUALA KANGSAR,ABA4033,SK TROSOR,KAMPUNG TROSOR,31100,SUNGAI SIPUT (U),PERAK,055975597,055975597
233,Rendah,PPD KUALA KANGSAR,ABA4034,SK LASAH,PEKAN LASAH,31110,SUNGAI SIPUT (U),PERAK,055912619,055912619
234,Rendah,PPD KUALA KANGSAR,ABA4035,SK RKT LASAH,JLN. SEKOLAH  FELDA LASAH,31120,SUNGAI SIPUT (U),PERAK,055912669,055911086
235,Rendah,PPD KUALA KANGSAR,ABA4036,SK JAWANG,SALAK UTARA,31050,SUNGAI SIPUT (U),PERAK,052564129,057578527
236,Rendah,PPD KUALA KANGSAR,ABA4037,SK PERIANG,KG PERIANG,33600,ENGGOR,PERAK,057577724,057577724
237,Rendah,PPD KUALA KANGSAR,ABA4038,SK TEMIN,KAMPUNG TEMIN,31100,SUNGAI SIPUT (U),PERAK,055974323,055974323
238,Rendah,PPD KUALA KANGSAR,ABA4039,SK JALONG,KAMPUNG JALONG,31100,SUNGAI SIPUT (U),PERAK,055983529,055983529
239,Rendah,PPD KUALA KANGSAR,ABA4040,SK TEMONG,KG.TEMONG,33600,ENGGOR,PERAK,057521477,057521477
240,Rendah,PPD KUALA KANGSAR,ABA4041,SK CHEGAR GALAH,KG. CHEGAR GALAH,33500,SAUK,PERAK,057511871,057511871
241,Rendah,PPD KUALA KANGSAR,ABA4042,SK LINTANG,KG.LINTANG,31100,SUNGAI SIPUT (U),PERAK,055911242,055911242
242,Rendah,PPD KUALA KANGSAR,ABA4043,SK KAMPUNG MAAMOR,KAMPUNG MAAMOR,31120,SUNGAI SIPUT (U),PERAK,055911314,055911314
243,Rendah,PPD KUALA KANGSAR,ABA4044,SK ULU RIBU,KAMPUNG ULU RIBU,33600,ENGGOR,PERAK,057761324,057761324
244,Rendah,PPD KUALA KANGSAR,ABA4045,SK SEROLI,KAMPUNG BEKUT,31100,SUNGAI SIPUT (U),PERAK,055972902,055972902
245,Rendah,PPD KUALA KANGSAR,ABA4046,SK JENALIK,KAMPUNG JENALIK,33500,SAUK,PERAK,057512921,057512921
246,Rendah,PPD KUALA KANGSAR,ABA4047,SK CHENEIN,LASAH,31110,SUNGAI SIPUT (U),PERAK,055912930,055912930
247,Rendah,PPD KUALA KANGSAR,ABA4048,SK PERLOP 1,KAMPUNG PERLOP 1,31100,SUNGAI SIPUT (U),PERAK,055912695,055912695
248,Rendah,PPD KUALA KANGSAR,ABA4049,SK POS POI,LASAH,31100,SUNGAI SIPUT (U),PERAK,TIADA,TIADA
249,Rendah,PPD KUALA KANGSAR,ABA4050,SK POS PERWOR,LASAH,31100,SUNGAI SIPUT (U),PERAK,TIADA,TIADA
250,Rendah,PPD KUALA KANGSAR,ABA4051,SK POS LEGAP,LASAH,31100,KUALA KANGSAR,PERAK,TIADA,TIADA
251,Rendah,PPD KUALA KANGSAR,ABA4052,SK POS PIAH,LASAH,31100,SUNGAI SIPUT (U),PERAK,TIADA,TIADA
252,Rendah,PPD KUALA KANGSAR,ABA4053,SK KAMPUNG KENANG,JALONG TINGGI,31100,SUNGAI SIPUT (U),PERAK,055940171,TIADA
253,Rendah,PPD KUALA KANGSAR,ABA4054,SK POS KUALA MU,LASAH,31100,SUNGAI SIPUT (U),PERAK,TIADA,TIADA
254,Rendah,PPD KUALA KANGSAR,ABA4055,SK POS SUNGAI PELANTOK,SUNGAI SIPUT(U),31100,SUNGAI SIPUT (U),PERAK,TIADA,TIADA
255,Rendah,PPD KUALA KANGSAR,ABA4056,SK RAJA MUDA MUSA,JALAN SULTAN ISKANDAR SHAH,33000,KUALA KANGSAR,PERAK,057731177,057768545
256,Rendah,PPD KUALA KANGSAR,ABA4057,SK KAMPUNG MUHIBAH,JALAN JALONG,31100,SUNGAI SIPUT (U),PERAK,055974758,055983086
257,Rendah,PPD KUALA KANGSAR,ABA4058,SK KAMPUNG NASIB,"JALAN IPOH, ENGGOR",33600,KUALA KANGSAR,PERAK,057578937,057576207
258,Rendah,PPD HILIR PERAK,ABA5001,SK KUMPULAN GANDA,BATU 7 JALAN CHANGKAT JONG,36000,TELUK INTAN,PERAK,056260498,056260026
259,Rendah,PPD HILIR PERAK,ABA5002,SK SULTAN IDRIS 2,JALAN JAWA,36000,TELUK INTAN,PERAK,056223923,056214329
260,Rendah,PPD HILIR PERAK,ABA5003,SK SERI INTAN,JLN MAHARANI,36000,TELUK INTAN,PERAK,056227385,056211394
261,Rendah,PPD HILIR PERAK,ABA5004,SK SELABAK,JALAN KAMPUNG SELABAK,36000,TELUK INTAN,PERAK,056212893,056214328
262,Rendah,PPD HILIR PERAK,ABA5005,SK CHANGKAT JONG,"BT 8, KG. BARU CHANGKAT JONG",36000,TELUK INTAN,PERAK,056221023,056214324
263,Rendah,PPD HILIR PERAK,ABA5006,SK AYER HITAM,"BATU 15, JALAN BIDOR",36030,TELUK INTAN,PERAK,056561962,056561101
264,Rendah,PPD HILIR PERAK,ABA5007,SK TEBOK BANJAR,KAMPUNG BANJAR,36000,TELUK INTAN,PERAK,056216708,056214368
265,Rendah,PPD HILIR PERAK,ABA5008,SK SUNGAI DURIAN,KAMPUNG SUNGAI DURIAN,36000,TELUK INTAN,PERAK,056261045,056260034
266,Rendah,PPD HILIR PERAK,ABA5009,SK DATO' LAKSAMANA RAJA MAHKOTA,BATU 3  1/2 JALAN MAHARAJALELA,36000,TELUK INTAN,PERAK,056221091,056228421
267,Rendah,PPD HILIR PERAK,ABA5010,SK TAPAK SEMENANG,"KAMPONG TAPAK SEMENANG, MUKIM TELUK BHARU",36000,TELUK INTAN,PERAK,056237109,056214379
268,Rendah,PPD HILIR PERAK,ABA5011,SK SERI BARU,KAMPUNG LADANG BARU,36000,TELUK INTAN,PERAK,056223485,056223485
269,Rendah,PPD HILIR PERAK,ABA5012,SK TELUK BIRAH,"KG. TELUK BIRAH, MUKIM SG DURIAN",36000,TELUK INTAN,PERAK,056260421,056260024
270,Rendah,PPD HILIR PERAK,ABA5013,SK SUNGAI BETUL,SUNGAI BETUL,36100,BAGAN DATOH,PERAK,056466297,056466204
271,Rendah,PPD HILIR PERAK,ABA5014,SK SUNGAI RUSA,KAMPUNG SUNGAI RUBANA,36000,TELUK INTAN,PERAK,056236524,056214385
272,Rendah,PPD HILIR PERAK,ABA5015,SK SUNGAI JEJAWI,KAMPUNG SUNGAI JEJAWI,36000,TELUK INTAN,PERAK,056552007,056552475
273,Rendah,PPD HILIR PERAK,ABA5016,SK SUNGAI BULOH,BATU 9,36400,HUTAN MELINTANG,PERAK,056416252,056412876
274,Rendah,PPD HILIR PERAK,ABA5031,SK BAGAN PASIR,KM32 JALAN BAGAN DATOH,36200,SELEKOH,PERAK,056480201,056480093
275,Rendah,PPD HILIR PERAK,ABA5032,SK SUNGAI SUMUN,"PARIT 7,KAMPUNG SUNGAI SUMUN",36300,SUNGAI SUMUN,PERAK,056489678,056480532
276,Rendah,PPD HILIR PERAK,ABA5033,SK SUNGAI PULAU, SUNGAI PULAU,36400,HUTAN MELINTANG,PERAK,056418976,056412482
277,Rendah,PPD HILIR PERAK,ABA5034,SK TANJONG BAYAN,PARIT 23  TANJONG BAYAN,36400,HUTAN MELINTANG,PERAK,056412072,056412454
278,Rendah,PPD HILIR PERAK,ABA5035,SK HUTAN MELINTANG,JALAN BESAR HUTAN MELINTANG,36400,HUTAN MELINTANG,PERAK,056412889,056412075
279,Rendah,PPD HILIR PERAK,ABA5037,SK KAMPUNG BAHARU,JALAN BATU 16  SUNGAI DULANG,36300,SUNGAI SUMUN,PERAK,056487372,056480553
280,Rendah,PPD HILIR PERAK,ABA5038,SK TANAH LALANG,KAMPUNG TANAH LALANG,36100,BAGAN DATOH,PERAK,056487376,056480546
281,Rendah,PPD HILIR PERAK,ABA5039,SK SUNGAI DULANG DALAM,JALAN DATO' SERI AHMAD ZAHID HAMIDI,36300,SUNGAI SUMUN,PERAK,056411939,056412475
282,Rendah,PPD HILIR PERAK,ABA5040,SK TEBING REBAK,KG. TEBING REBAK,36000,TELUK INTAN,PERAK,056480585,056480290
283,Rendah,PPD HILIR PERAK,ABA5041,SK TELUK BULOH,JALAN KG KOTA OFF JALAN SABAK BERNAM,36400,HUTAN MELINTANG,PERAK,056413749,056412463
284,Rendah,PPD HILIR PERAK,ABA5042,SK SUNGAI KELI,KG. SUNGAI KELI,36400,HUTAN MELINTANG,PERAK,056411007,056412473
285,Rendah,PPD HILIR PERAK,ABA5043,SK SUNGAI SAMAK,KAMPUNG SUNGAI SAMAK,36400,HUTAN MELINTANG,PERAK,056416554,056412453
286,Rendah,PPD HILIR PERAK,ABA5044,SK ULU BERNAM,LADANG ULU BERNAM,36500,ULU BERNAM,PERAK,056366482,056366014
287,Rendah,PPD HILIR PERAK,ABA5045,SK BAGAN DATOH,"KM 1, JALAN BAGAN DATOH",36100,BAGAN DATOH,PERAK,056466755,056466754
288,Rendah,PPD HILIR PERAK,ABA5046,SK SUNGAI NIPAH,KG SUNGAI NIPAH BAROH,36100,BAGAN DATOH,PERAK,056466243,056466048
289,Rendah,PPD HILIR PERAK,ABA5047,SK MATANG KUNDA,BT 26 JLN BGN DATOH BLKG SMA IRSYADIAH,36100,BAGAN DATOH,PERAK,056466035,056466035
290,Rendah,PPD HILIR PERAK,ABA5048,SK SUNGAI PERGAM,"KAMPUNG PARIT 5, SUNGAI PERGAM",36100,BAGAN DATOH,PERAK,056466259,056466253
291,Rendah,PPD HILIR PERAK,ABA5049,SK SIMPANG TIGA,JALAN BAGAN DATOH,36100,BAGAN DATOH,PERAK,056466130,056466227
292,Rendah,PPD HILIR PERAK,ABA5050,SK SUNGAI BALAI,JALAN RUNGKUP,36200,SELEKOH,PERAK,056466602,056466229
293,Rendah,PPD HILIR PERAK,ABA5051,SK RUNGKUP,"SIMPANG 4, JALAN RUNGKUP",36200,SELEKOH,PERAK,056467688,056466228
294,Rendah,PPD HILIR PERAK,ABA5052,SK SUNGAI TIANG BAROH,"KAMPUNG SUNGAI TIANG BAROH, JALAN SG TG BAROH",36200,SELEKOH,PERAK,056489940,056480541
295,Rendah,PPD HILIR PERAK,ABA5053,SK SUNGAI TIANG DARAT,JALAN BARU SUNGAI TIANG,36200,SELEKOH,PERAK,056487541,056480539
296,Rendah,PPD HILIR PERAK,ABA5054,SK SELEKOH,"BATU 23, JALAN BAGAN DATOH",36200,SELEKOH,PERAK,056487987,056480535
297,Rendah,PPD HILIR PERAK,ABA5055,SK SUNGAI BATANG,KG.SG.BATANG,36200,SELEKOH,PERAK,056488342,056480536
298,Rendah,PPD HILIR PERAK,ABA5056,SK SUNGAI HAJI MUHAMMAD,KM 2 JLN SG HAJI MUHAMMAD,36200,SELEKOH,PERAK,056489777,056480566
299,Rendah,PPD HILIR PERAK,ABA5060,SK DATO' YAHYA SUBBAN,JALAN LABU KUBONG,36600,CHENDERONG BALAI,PERAK,056511844,056511431
300,Rendah,PPD HILIR PERAK,ABA5061,SK SUNGAI TUNGKU,KM 5 JALAN SUNGAI MANIK,36000,TELUK INTAN,PERAK,056218587,056214317
301,Rendah,PPD HILIR PERAK,ABA5062,SK CHIKUS,"JALAN CHIKUS, OFF JLN SG MANIK, KG CHIKUS",36750,LANGKAP,PERAK,056597996,056591690
302,Rendah,PPD HILIR PERAK,ABA5063,SK PERMATANG,PARIT 7B SG MANIK,36000,TELUK INTAN,PERAK,056226393,056214323
303,Rendah,PPD HILIR PERAK,ABA5064,SK SG LAMPAM,SUNGAI LAMPAM,36750,CHIKUS,PERAK,056214867,056217027
304,Rendah,PPD HILIR PERAK,ABA5065,SK SUNGAI TUKANG SIDIN,KG SUNGAI TUKANG SIDIN,36750,CHIKUS,PERAK,056597644,056597644
305,Rendah,PPD HILIR PERAK,ABA5066,SK SERI LANGKAP,JALAN BESAR LANGKAP,36700,LANGKAP,PERAK,056592003,056595388
306,Rendah,PPD HILIR PERAK,ABA5067,SK PEKAN RABU,PARIT 13A SUNGAI MANIK,36000,TELUK INTAN,PERAK,056232841,056214414
307,Rendah,PPD HILIR PERAK,ABA5068,SK PERMATANG PELANDOK,KG.PERMATANG PELANDOK,36600,CHENDERONG BALAI,PERAK,056237423,056214422
308,Rendah,PPD HILIR PERAK,ABA5069,SK DEGONG,"JALAN KAMPAR , LANGKAP",36700,LANGKAP,PERAK,056597368,056591692
309,Rendah,PPD HILIR PERAK,ABA5070,SK PENGKALAN ARA,"PARIT 5, OFF JLN TELUK INTAN CHENDERONG BALAI",36600,CHENDERONG BALAI,PERAK,056237757,056214378
310,Rendah,PPD HILIR PERAK,ABA5071,SK SUNGAI KERAWAI,KG SUNGAI KERAWAI,36000,TELUK INTAN,PERAK,056219080,056214459
311,Rendah,PPD HILIR PERAK,ABA5072,SK KAMPUNG BAHARU REDANG PONGGOR,"KM 33, JALAN KAMPAR",36700,LANGKAP,PERAK,056592004,056591706
312,Rendah,PPD HILIR PERAK,ABA5073,SK KAMPUNG BAHAGIA,"KM 7,  JALAN SUNGAI MANIK",36000,TELUK INTAN,PERAK,056231007,056236708
313,Rendah,PPD HILIR PERAK,ABA5074,SK SERI SETIA,JALAN PADANG TEMBAK,36000,TELUK INTAN,PERAK,056226058,056214353
314,Rendah,PPD HILIR PERAK,ABA5075,SK RAJA MUDA MUSA,PEKAN BARU,36000,TELUK INTAN,PERAK,056232301,056214337
315,Rendah,PPD HILIR PERAK,ABA5076,SK SIMPANG EMPAT,JALAN BAGAN DATOH,36400,HUTAN MELINTANG,PERAK,056418336,056412460
316,Rendah,PPD HILIR PERAK,ABA5077,SK PERWIRA,"KM 5, JALAN CHANGKAT JONG",36000,TELUK INTAN,PERAK,056237800,056237801
317,Rendah,PPD HILIR PERAK,ABA5078,SEKOLAH KEBANGSAAN ST.ANTHONY,JALAN CHUI CHAK,36700,LANGKAP,PERAK,056596672,056596672
318,Rendah,PPD LARUT/MATANG/SELAMA,ABA6001,SK LONG JAAFAR,LORONG 1 JALAN KAMPUNG JANA SAMBUNGAN,34600,KAMUNTING,PERAK,058073704,058050420
319,Rendah,PPD LARUT/MATANG/SELAMA,ABA6002,SK ASAM KUMBANG,ASAM KUMBANG,34000,TAIPING,PERAK,058061499,058061099
320,Rendah,PPD LARUT/MATANG/SELAMA,ABA6003,SK LAKSAMANA,JALAN TAIPING,34650,KUALA SEPETANG,PERAK,058581084,058581084
321,Rendah,PPD LARUT/MATANG/SELAMA,ABA6004,SK MATANG,JALAN HUJUNG MATANG,34750,MATANG,PERAK,058483244,058479562
322,Rendah,PPD LARUT/MATANG/SELAMA,ABA6005,SK NGAH IBRAHIM,JALAN MATANG,34750,MATANG,PERAK,058581162,058581162
323,Rendah,PPD LARUT/MATANG/SELAMA,ABA6006,SK MATANG GELUGUR,JALAN MATANG GELUGOR,34750,MATANG,PERAK,058411985,058411985
324,Rendah,PPD LARUT/MATANG/SELAMA,ABA6007,SK SIMPANG,TAMAN KOTA JAYA,34700,SIMPANG,PERAK,058476373,058479901
325,Rendah,PPD LARUT/MATANG/SELAMA,ABA6008,SK SULTAN YUSSUF AMDR,JALAN KAMUNTING LAMA,34000,TAIPING,PERAK,058069904,058069513
326,Rendah,PPD LARUT/MATANG/SELAMA,ABA6009,SK TAIPING,JALAN TAMING SARI,34000,TAIPING,PERAK,058074650,058054436
327,Rendah,PPD LARUT/MATANG/SELAMA,ABA6010,SK SERI AMAN,JALAN POKOK ASSAM,34000,TAIPING,PERAK,058081046,058060127
328,Rendah,PPD LARUT/MATANG/SELAMA,ABA6011,SK CHANGKAT LARUT,JALAN AYER KUNING,34850,CHANGKAT JERING.,PERAK,058551502,058554514
329,Rendah,PPD LARUT/MATANG/SELAMA,ABA6012,SK BENDANG SIAM,JALAN TRONG,34850,CHANGKAT JERING,PERAK,058554968,058554982
330,Rendah,PPD LARUT/MATANG/SELAMA,ABA6013,SK TOH JOHAN,JALAN BERUAS,34800,TRONG,PERAK,058577223,058578017
331,Rendah,PPD LARUT/MATANG/SELAMA,ABA6014,SK TEMELOK,PEKAN TEMELOK,34800,TRONG,PERAK,058500317,058500317
332,Rendah,PPD LARUT/MATANG/SELAMA,ABA6015,SK PADANG GAJAH,JALAN BERUAS,34800,TRONG,PERAK,058545581,058544541
333,Rendah,PPD LARUT/MATANG/SELAMA,ABA6016,SK SUNGAI TINGGI,JALAN PANTAI REMIS-TAIPING,34800,TRONG,PERAK,058544930,058544930
334,Rendah,PPD LARUT/MATANG/SELAMA,ABA6017,SK BATU HAMPAR,BATU26 JALAN TAIPING-BERUAS,32700,BERUAS,PERAK,058500272,058500272
335,Rendah,PPD LARUT/MATANG/SELAMA,ABA6018,SK CHANGKAT JERING,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,PERAK,058551407,058554946
336,Rendah,PPD LARUT/MATANG/SELAMA,ABA6019,SK JELUTONG,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,PERAK,058554154,058554392
337,Rendah,PPD LARUT/MATANG/SELAMA,ABA6020,SK DATO' PANGLIMA BKT GANTANG,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,PERAK,058551149,058551301
338,Rendah,PPD LARUT/MATANG/SELAMA,ABA6021,SK CHANGKAT IBUL,CHANGKAT JERING,34850,TAIPING,PERAK,058552611,058554337
339,Rendah,PPD LARUT/MATANG/SELAMA,ABA6022,SK SULTAN ABDULLAH,KG CHEH,34850,CHANGKAT JERING,PERAK,058553966,058554828
340,Rendah,PPD LARUT/MATANG/SELAMA,ABA6023,SK TOH SAJAK,JALAN BESAR BATU KURAU,34500,BATU KURAU,PERAK,058883174,058883106
341,Rendah,PPD LARUT/MATANG/SELAMA,ABA6024,SK KAMPONG PERAK,KAMPONG PERAK,34500,BATU KURAU,PERAK,058880649,058883592
342,Rendah,PPD LARUT/MATANG/SELAMA,ABA6025,SK KAMPUNG GUDANG,JALAN KAMPUNG GUDANG,34520,BATU KURAU,PERAK,058411811,058882336
343,Rendah,PPD LARUT/MATANG/SELAMA,ABA6026,SK KAMPUNG REPOH,JALAN BESAR KAMPONG REPOH,34500,BATU KURAU,PERAK,058882933,058882566
344,Rendah,PPD LARUT/MATANG/SELAMA,ABA6027,SK KAMPUNG YAMAN,BATU 20,34520,BATU KURAU,PERAK,058882343,058882343
345,Rendah,PPD LARUT/MATANG/SELAMA,ABA6028,SK KAMPUNG RELANG,JALAN KAMPONG RELANG,34520,BATU KURAU,PERAK,058412018,058412018
346,Rendah,PPD LARUT/MATANG/SELAMA,ABA6029,SK JELAI,"JALAN BESAR, JELAI",34520,BATU KURAU,PERAK,058880244,058880244
347,Rendah,PPD LARUT/MATANG/SELAMA,ABA6030,SK PANTAI BESAR,JALAN PANTAI BESAR,34520,BATU KURAU,PERAK,058882711,058882711
348,Rendah,PPD LARUT/MATANG/SELAMA,ABA6031,SK PONDOK TANJONG,JALAN SEKOLAH,34010,TAIPING,PERAK,058412046,058412049
349,Rendah,PPD LARUT/MATANG/SELAMA,ABA6032,SK ULU SEPETANG,TAIPING,34010,TAIPING,PERAK,058836855,058837169
350,Rendah,PPD LARUT/MATANG/SELAMA,ABA6033,SK HAJI WAN JAAFAR,"JALAN KAMPONG MASJID, IJOK",34510,BATU KURAU,PERAK,058803078,058803078
351,Rendah,PPD LARUT/MATANG/SELAMA,ABA6034,SK SUNGAI JERNIH,"JALAN SUNGAI JERNIH,IJOK",34510,BATU KURAU,PERAK,058803378,058802380
352,Rendah,PPD LARUT/MATANG/SELAMA,ABA6035,SK SRI KURAU,ANAK  KURAU,34500,BATU KURAU,PERAK,058882455,058882455
353,Rendah,PPD LARUT/MATANG/SELAMA,ABA6036,SK SRI SELAMA,JALAN SIR CHULAN,34100,SELAMA,PERAK,058393958,058391263
354,Rendah,PPD LARUT/MATANG/SELAMA,ABA6037,SK TEBING TINGGI,KUBU GAJAH,34130,SELAMA,PERAK,058392831,058392831
355,Rendah,PPD LARUT/MATANG/SELAMA,ABA6038,SK SUNGAI DENDANG,JALAN KUBU GAJAH,34130,SELAMA,PERAK,058802471,058802471
356,Rendah,PPD LARUT/MATANG/SELAMA,ABA6039,SK BAGAN BAHARU,BAGAN BAHARU,34510,BATU KURAU,PERAK,058801525,058801525
357,Rendah,PPD LARUT/MATANG/SELAMA,ABA6040,SK RANTAU PANJANG,PEKAN RANTAU PANJANG,34140,RANTAU PANJANG,PERAK,058392699,058392699
